Farm.Name,Altitude,Region,altitude_low_meters,altitude_high_meters,altitude_mean_meters,FarmID
Unknown,1800 mts,santander,1800.0,1800.0,1800.0,394
burka coffee estate,1400 meter above sea level,arusha,1400.0,1400.0,1400.0,395
Unknown,1550,la concordia,1550.0,1550.0,1550.0,396
santa rosa,1250,veracruz,1250.0,1250.0,1250.0,397
several farms,1200 mts,santa ana,1200.0,1200.0,1200.0,398
providencia,1100,santa rosa,1100.0,1100.0,1100.0,399
linda vista,1800,santa rosa,1800.0,1800.0,1800.0,400
las merceditas,1700,san marcos,1700.0,1700.0,1700.0,401
las delicias,4000,santa rosa,1219.2,1219.2,1219.2,402
la esmeralda,4000,oriente,1219.2,1219.2,1219.2,403
various,1500,sapan toraja,1500.0,1500.0,1500.0,404
la esmeralda,518,el progreso,157.8864,157.8864,157.8864,405
大鋤花間 (hoe vs. flower coffee farm),650,"台南市東山區( dongshan dist., tainan city)",650.0,650.0,650.0,406
la montaña,1250,cacahuatique,1250.0,1250.0,1250.0,407
man ganna estate,1100,yunnan,1100.0,1100.0,1100.0,408
pu'er lingdu yunlin coffee co.ltd,1500,menglian,1500.0,1500.0,1500.0,409
msese,1442 m,mzuzu,1442.0,1442.0,1442.0,410
Unknown,1.65,huila,165.0,165.0,165.0,411
several,1300,antioquia,1300.0,1300.0,1300.0,412
san lorenzo,1550,chiapas,1550.0,1550.0,1550.0,413
tlamatoca,1200,veracruz,1200.0,1200.0,1200.0,414
Unknown,1200,atoyac de alvarez,1200.0,1200.0,1200.0,415
supply chain ecom cca s.a.,1400 thru 1850,south huila,1400.0,1850.0,1625.0,416
hacienda la esmeralda,1100,boquete,1100.0,1100.0,1100.0,417
capoeirinha,890,south of minas,890.0,890.0,890.0,418
savan coffee bean,1300,"paksong,laos",1300.0,1300.0,1300.0,419
el barbaro,1200,"el balsamo, quezaltepec",1200.0,1200.0,1200.0,420
gabriel bernard rivas ross,1300,veracruz,1300.0,1300.0,1300.0,421
santa maria,Unknown,monte carmelo,Unknown,Unknown,Unknown,422
nitin,1700,karatu arusha,1700.0,1700.0,1700.0,423
ampcg,1550,mbinga,1550.0,1550.0,1550.0,424
伊娜咖啡莊園,1200公尺,嘉義阿里山,1200.0,1200.0,1200.0,425
los llanitos,1296,la yerba,1296.0,1296.0,1296.0,426
bugisu shamba,1400- 1900,mt elgon,1400.0,1900.0,1650.0,427
zhuo wu shan coffee 卓武山咖啡農場,1240 m,chiayi alishan 嘉義縣阿里山鄉,1240.0,1240.0,1240.0,428
m10,1500,phahi,1500.0,1500.0,1500.0,429
finca monte grande,1100,Unknown,1100.0,1100.0,1100.0,430
finca castillos,950,mahuixtlan,950.0,950.0,950.0,431
la canada,1800 meters (5900,52 narino (exact location: mattituy; municipal region: florida code 381,1800.0,5900.0,3850.0,432
林園咖啡 lin yuan coffee,1050,國姓鄉 guoshing township,1050.0,1050.0,1050.0,433
Unknown,Unknown,south of minas,Unknown,Unknown,Unknown,434
台中市新社區崑山里,200 m,changhua baguashan 彰化市八卦山,200.0,200.0,200.0,435
small holders farmer,1200-1300m dpl,aceh,1200.0,1300.0,1250.0,436
Unknown,1400-1500 m,chiangrai,1400.0,1500.0,1450.0,437
lubanda amcos,1317,ikand village,1317.0,1317.0,1317.0,438
mt.elgon sipi falls cheema,1400-1900,eastern,1400.0,1900.0,1650.0,439
Unknown,Unknown,veracruz,Unknown,Unknown,Unknown,440
various,1750 msnm,huila,1750.0,1750.0,1750.0,441
jamaica,1250,oaxaca,1250.0,1250.0,1250.0,442
la timbuchera; el ocotito y la hortaliza,1150,colima,1150.0,1150.0,1150.0,443
fazenda chamusca,900-1050m,south of minas,900.0,1050.0,975.0,444
various,1250,bali,1250.0,1250.0,1250.0,445
las cuchillas,1400,comayagua,1400.0,1400.0,1400.0,446
shah plantation,1600,karatu arusha,1600.0,1600.0,1600.0,447
amkeni,Unknown,moshi,Unknown,Unknown,Unknown,448
finca san el retiro,1500-1700m,chiapas,1500.0,1700.0,1600.0,449
la esperanza y anexos,4300,oriente,1310.64,1310.64,1310.64,450
la pagua,1679,san bartolo tutotepec,1679.0,1679.0,1679.0,451
caltuchoco,1100,zapotitlan de mendez,1100.0,1100.0,1100.0,452
santa cruz - pante don manuel,1650,la concordia,1650.0,1650.0,1650.0,453
various,Unknown,oriente,Unknown,Unknown,Unknown,454
Unknown,1600,huehuetenango,1600.0,1600.0,1600.0,455
carrillo cooperativa,1500,"comayagua, honduras",1500.0,1500.0,1500.0,456
providencia,Unknown,santa rosa,Unknown,Unknown,Unknown,457
Unknown,1600,guayata,1600.0,1600.0,1600.0,458
menglian gao sanlin coffee factory,1600,yunnan,1600.0,1600.0,1600.0,459
nguruma,2285,arusha meru,2285.0,2285.0,2285.0,460
fazenda serra negra,1000m,south of minas,1000.0,1000.0,1000.0,461
Unknown,huanuco,peru,Unknown,Unknown,Unknown,462
cipresal,1560,chiapas,1560.0,1560.0,1560.0,463
pante san pedro,1400,san pedro cotzilnam,1400.0,1400.0,1400.0,464
"cafetal el equimite, rancho agroecológico",1300,coatepec,1300.0,1300.0,1300.0,465
los barreales 1112lbcat_s110312,1170,xalapa,1170.0,1170.0,1170.0,466
corral del diablo lote 1,1300,zihuatanejo de azueta,1300.0,1300.0,1300.0,467
cañada fria,1350,veracruz,1350.0,1350.0,1350.0,468
finca nextlalpa,1150,xicotepec de juarez,1150.0,1150.0,1150.0,469
santa rosa,1250,progreso santa rosa teocelo,1250.0,1250.0,1250.0,470
fln mirador,1450,fln mirador,1450.0,1450.0,1450.0,471
santa mariana,Unknown,south of minas,Unknown,Unknown,Unknown,472
Unknown,1750 m.s.n.m,huila,1750.0,1750.0,1750.0,473
los hicaques,1396,comayagua,1396.0,1396.0,1396.0,474
fazenda são pedro,982,cerrado,982.0,982.0,982.0,475
Unknown,Unknown,cerrado,Unknown,Unknown,Unknown,476
rio jorco,1550,tarrazu,1550.0,1550.0,1550.0,477
yun lan coffee co. ltd,1580,xishuangbanna prefecture,1580.0,1580.0,1580.0,478
rio verde,1268,south of minas,1268.0,1268.0,1268.0,479
finca loma linda y anexo,5500 metros,huehuetenango,1676.4,1676.4,1676.4,480
utchisi mountain,1450 m,mzuzu,1450.0,1450.0,1450.0,481
rio verde,1100,south of minas,1100.0,1100.0,1100.0,482
guo cun nong yuan 國村農園,200 m,changhua baguashan 彰化市八卦山,200.0,200.0,200.0,483
yu jin gui 玉金櫃咖啡,600 m,taichung xinshe 台中市新社區,600.0,600.0,600.0,484
santa teresa,1300,"la concordia, chiapas",1300.0,1300.0,1300.0,485
Unknown,Unknown,central valley,Unknown,Unknown,Unknown,486
finca el morito,5500-6000 psnm,jalapa,1676.4,1828.8,1752.6,487
tepemalacax,441,"jaltocan, hidalgo",441.0,441.0,441.0,488
finca los barreales 1112lbga7250412,1170,veracruz,1170.0,1170.0,1170.0,489
sitío santa luzia,1100m,grama valley,1100.0,1100.0,1100.0,490
cafetal santa maria,1200 a 1400,santa catarina juquila,1200.0,1400.0,1300.0,491
café citrus,950m,south of minas,950.0,950.0,950.0,492
fazendas klem ltda,1100,brazil matas de minas,1100.0,1100.0,1100.0,493
眉泉莊園        ,Unknown,Unknown,Unknown,Unknown,Unknown,494
linda vista,1450,nuevo oriente,1450.0,1450.0,1450.0,495
zapato de mico,1500,apaneca,1500.0,1500.0,1500.0,496
bethel,1350,marcala,1350.0,1350.0,1350.0,497
kachere,1180m,mzuzu,1180.0,1180.0,1180.0,498
guo xing ka fei wang 國姓咖啡王咖啡莊園,650 m,nantou,650.0,650.0,650.0,499
finca huehuetecpan,1338,veracruz,1338.0,1338.0,1338.0,500
omicuatla,533,"calnali, hidalgo",533.0,533.0,533.0,501
finca medina,4563,antigua,1390.8024,1390.8024,1390.8024,502
los barreales 1112lbgr7230412,1170,veracruz,1170.0,1170.0,1170.0,503
jamaica,1250,juquila,1250.0,1250.0,1250.0,504
chilcuatla,1100,veracruz,1100.0,1100.0,1100.0,505
comunidad de canoas,900,canoas,900.0,900.0,900.0,506
caxambu,Unknown,Unknown,Unknown,Unknown,Unknown,507
Unknown,Unknown,cauca,Unknown,Unknown,Unknown,508
fazenda capoeirnha,934,south of minas,934.0,934.0,934.0,509
el brigadum - la coronela,1000,jinotega,1000.0,1000.0,1000.0,510
langiro farm group,1500-1800,ruvuma,1500.0,1800.0,1650.0,511
Unknown,1600,northern,1600.0,1600.0,1600.0,512
blue lake,1500,atitlan,1500.0,1500.0,1500.0,513
ilomba 2,1700,"ilomba vilage, mbozi",1700.0,1700.0,1700.0,514
Unknown,1200-1600m,"la concordia, chiapas",1200.0,1600.0,1400.0,515
song yue coffee 嵩岳咖啡,1200 m,yunlin 雲林縣石壁,1200.0,1200.0,1200.0,516
kan tou mountain coffee 崁頭山咖啡館,800 m,"dongshan dist., tainan city 臺南市東山區",800.0,800.0,800.0,517
el nanchi,1144,san bartolo tutotepec,1144.0,1144.0,1144.0,518
Unknown,1350,oriente,1350.0,1350.0,1350.0,519
las truchas,1000,altotonga,1000.0,1000.0,1000.0,520
"la calera, barranca de la leona, el nogal",1200,colima,1200.0,1200.0,1200.0,521
various,1300,aceh gayo,1300.0,1300.0,1300.0,522
el patalillo,1200-1400 masl,tres rios,1200.0,1400.0,1300.0,523
ampcg,1500,kilimanjaro,1500.0,1500.0,1500.0,524
ngorogoro convenant estate,1500 - 1700,ngorogoro,1500.0,1700.0,1600.0,525
cafetalera aquiares,1.3,turrialba,13.0,13.0,13.0,526
Unknown,1800,tapachula,1800.0,1800.0,1800.0,527
bola de oro,1250,coatepec,1250.0,1250.0,1250.0,528
tomatlancillo,1250,veracruz,1250.0,1250.0,1250.0,529
Unknown,1600 msnm,cauca,1600.0,1600.0,1600.0,530
las moras,1600,el paraíso,1600.0,1600.0,1600.0,531
las moras,1600,guinope el paraíso,1600.0,1600.0,1600.0,532
capoeirinha,944,south of minas,944.0,944.0,944.0,533
family farm,1500-1800,kilimanjaro,1500.0,1800.0,1650.0,534
club green,1250m,lao p.d.r.,1250.0,1250.0,1250.0,535
finca estate,1300- 1400,meru,1300.0,1400.0,1350.0,536
chikali,2500m,mzuzu,2500.0,2500.0,2500.0,537
"you siang coffee farmtainan, taiwan 台灣台南優香咖啡",600m,"dongshan dist., tainan city 臺南市東山區",600.0,600.0,600.0,538
bsr,1400 m.s.n.m.,occidental,1400.0,1400.0,1400.0,539
gao chun fang 高醇坊,600-700 m,"dongshan dist., tainan city 臺南市東山區",600.0,700.0,650.0,540
la ceiba,940,coscomatepec,940.0,940.0,940.0,541
são josé da lagoa,1050m,cerrado,1050.0,1050.0,1050.0,542
el faro,Unknown,san marcos,Unknown,Unknown,Unknown,543
santa mariana/são vicente,950m,south of minas,950.0,950.0,950.0,544
la esperanza,1901,oriente,1901.0,1901.0,1901.0,545
santa bárbara,1020,monte carmelo,1020.0,1020.0,1020.0,546
la esperanza,1250,"el balsamo, quezaltepec",1250.0,1250.0,1250.0,547
las cebollas y anexos,1300 a 1800 mtrs. a nivel del mar,nuevo oriente,1300.0,1800.0,1550.0,548
mcomafa farm no1155gr,1877,mbeya,1877.0,1877.0,1877.0,549
mubuyu munali,1000-1500m,mubuyu estate,1000.0,1500.0,1250.0,550
platanal,981,"chapulhuacan, hidalgo",981.0,981.0,981.0,551
texpanco,690,"huazalingo, hidalgo",690.0,690.0,690.0,552
la laja,1650,veracruz,1650.0,1650.0,1650.0,553
sitío corrego da olaria/são caetano,1100m,grama valley,1100.0,1100.0,1100.0,554
Unknown,1600 m.s.n.m,cundinamarca,1600.0,1600.0,1600.0,555
la esmeralda,518,oriente,157.8864,157.8864,157.8864,556
helena,973,monte carmelo,973.0,973.0,973.0,557
mudar,1250,bali,1250.0,1250.0,1250.0,558
wat-ka-bu,4001,ywar ngan,4001.0,4001.0,4001.0,559
rancho bonito,1350-1500,chiapas,1350.0,1500.0,1425.0,560
cerro bueno,1400 msnm,marcala,1400.0,1400.0,1400.0,561
gao chun fang 高醇坊,700m,"dongshan dist., tainan city 臺南市東山區",700.0,700.0,700.0,562
dozen small farmer,1300m,lington nihuta,1300.0,1300.0,1300.0,563
kakoma,1556m,kakoma,1556.0,1556.0,1556.0,564
gran manzana y el aguacate,1350,comayagua,1350.0,1350.0,1350.0,565
various,1550 meters,"siltepec el triunfo, chiapas, mexico",1550.0,1550.0,1550.0,566
Unknown,de 1.600 a 1950 msnm,huila,1600.0,1950.0,1775.0,567
finca muxbal,1500,veracruz,1500.0,1500.0,1500.0,568
el deseo,1250,coatepec,1250.0,1250.0,1250.0,569
cianorte,900-950m,cerrado,900.0,950.0,925.0,570
Unknown,1600-1800 msnm,huila,1600.0,1800.0,1700.0,571
apollo estate,1040,vietnam,1040.0,1040.0,1040.0,572
los magueyes,774,"tenango de doria, hidalgo",774.0,774.0,774.0,573
finca tepictla,1250,tepictla,1250.0,1250.0,1250.0,574
"arroyo triste, arroyo triste, san jose vista hermosa",1100,oaxaca,1100.0,1100.0,1100.0,575
santa cruz - pante doña graciela,1650,la concordia,1650.0,1650.0,1650.0,576
la esmeralda,4000,santa rosa,1219.2,1219.2,1219.2,577
ngima,1800,mbinga,1800.0,1800.0,1800.0,578
santa matilde,Unknown,jinotega,Unknown,Unknown,Unknown,579
multiple,1200-1800m,mbinga,1200.0,1800.0,1500.0,580
ilomba 1,1700,"ilomba vilage, mbozi",1700.0,1700.0,1700.0,581
rio verde,1260,south of minas,1260.0,1260.0,1260.0,582
Unknown,Unknown,bener meriah,Unknown,Unknown,Unknown,583
gran manzana y el aguacate,1400,comayagua,1400.0,1400.0,1400.0,584
mu he zi coffee 木盒子咖啡園,150 m,changhua baguashan 彰化市八卦山,150.0,150.0,150.0,585
guo xin ka fei 國昕咖啡,750 m,nantou,750.0,750.0,750.0,586
union ramal santa cruz,1400,"la concordia, chiapas",1400.0,1400.0,1400.0,587
finca cafetalera la suiza,1650,tuxtla gutierrez,1650.0,1650.0,1650.0,588
Unknown,1400,yajalon,1400.0,1400.0,1400.0,589
ucipa santa catarina,1200,veracruz,1200.0,1200.0,1200.0,590
finca nueva linda,1400,"la concordia, chiapas",1400.0,1400.0,1400.0,591
sacún palma,940,"sacún palma, municipio de chilón, chiapas",940.0,940.0,940.0,592
various,1200,western region,1200.0,1200.0,1200.0,593
la esperanza,190164,huehuetenango,190164.0,190164.0,190164.0,594
baishengcun coffee 百勝村咖啡莊園,800,natou county,800.0,800.0,800.0,595
acacia hills,1800,"oldeani , mongola",1800.0,1800.0,1800.0,596
kavuzi,1100m,mzuzu,1100.0,1100.0,1100.0,597
jacob's estate 雅谷咖啡,850 m,natou county,850.0,850.0,850.0,598
las nubes - pante don jaime,1600,la concordia,1600.0,1600.0,1600.0,599
santa cruz - pante don jaime,1650,la concordia,1650.0,1650.0,1650.0,600
Unknown,4500-6000 feet,tarrazu,1371.6,1828.8,1600.2,601
finca las marías,1100,jalapa,1100.0,1100.0,1100.0,602
las delicias,Unknown,santa rosa,Unknown,Unknown,Unknown,603
谷泉咖啡莊園,160-200m,古坑鄉荷包村尖山坑60號,160.0,200.0,180.0,604
mixed,4000 ft,ywar ngan township,1219.2,1219.2,1219.2,605
several,1200 msm,occidental,1200.0,1200.0,1200.0,606
chinongo,1599m,mzuzu,1599.0,1599.0,1599.0,607
various,4000 psnm,oriente,1219.2,1219.2,1219.2,608
good mood coffee 馨晴咖啡        ,900 m,natou county,900.0,900.0,900.0,609
pereira estate coffee,1200,sul de minas,1200.0,1200.0,1200.0,610
mixed,400-1250m,"dondon, haiti",400.0,1250.0,825.0,611
xu yuan zhang 徐源漳,600 m,taichung xinshe 台中市新社區,600.0,600.0,600.0,612
nueva linda,1150,"la concordia, chiapas",1150.0,1150.0,1150.0,613
productor independiente guadalupe victoria,1600,amatenango de la frontera,1600.0,1600.0,1600.0,614
santa maria temaxcalapa,1100,temaxcalapa,1100.0,1100.0,1100.0,615
canoa manzanillo,1000,manzanillo,1000.0,1000.0,1000.0,616
hamburgo 7 arroyos,1250,tapachula,1250.0,1250.0,1250.0,617
el romance azul,1100,atoyac de alvarez,1100.0,1100.0,1100.0,618
"ijen highland, east java",1200-1600masl,ijen,1200.0,1600.0,1400.0,619
sertao,1.25,sul de minas,125.0,125.0,125.0,620
chiquimulja / alpha cafe / senfro,Unknown,oriente,Unknown,Unknown,Unknown,621
Unknown,1050 - 1850,cauca,1050.0,1850.0,1450.0,622
cafetal,1100,veracruz,1100.0,1100.0,1100.0,623
nueva granada,4500,san marcos,1371.6,1371.6,1371.6,624
fazenda rio brilhante,1100,cerrado,1100.0,1100.0,1100.0,625
山彎有機咖啡農場,110公尺,苗栗三灣,110.0,110.0,110.0,626
chimpumba,1422,mzuzu,1422.0,1422.0,1422.0,627
santo tomas pachuj,1550 mts.,"san lucas toliman, solola",1550.0,1550.0,1550.0,628
various,1550 meter,siltepec el triunfo,1550.0,1550.0,1550.0,629
Unknown,Unknown,puno,Unknown,Unknown,Unknown,630
palantla,763,"huazalingo, hidalgo",763.0,763.0,763.0,631
los brujos,1100,"coatepec, coatepec",1100.0,1100.0,1100.0,632
Unknown,1130,veracruz,1130.0,1130.0,1130.0,633
fazenda sacramento,1100,cerrado,1100.0,1100.0,1100.0,634
sertao farm,1200,mantiqueira de minas,1200.0,1200.0,1200.0,635
bacofa,1400 masl,"davao city, region 11",1400.0,1400.0,1400.0,636
usingini farm,1200m,mzuzu,1200.0,1200.0,1200.0,637
el cerron,1450 msnm,san marcos,1450.0,1450.0,1450.0,638
cruz verde,1000,veracruz,1000.0,1000.0,1000.0,639
fazendas klem ltda,1100,matas de minas        ,1100.0,1100.0,1100.0,640
jing jing café 晶晶坊青山咖啡教室,680,"dongshan dist., tainan city 台南市東山區",680.0,680.0,680.0,641
cafetales santa matilde,1100,jinotega,1100.0,1100.0,1100.0,642
cerro bueno,1400 msn,marcala,1400.0,1400.0,1400.0,643
el injerto s.a.,1700m,huehuetenango,1700.0,1700.0,1700.0,644
shangrilla estate,1700,karatu ngorogoro,1700.0,1700.0,1700.0,645
jia jia coffee 佳佳咖啡莊,650 m,nantou,650.0,650.0,650.0,646
finca medina,5000 f,"sacatepequez, guatemala",1524.0,1524.0,1524.0,647
finca chanjul,1500,motozintla,1500.0,1500.0,1500.0,648
las promesas de san blass,1200,"dipilto, nueva segovia",1200.0,1200.0,1200.0,649
mviwambi coffee farmers,100/2000,"ruvuma, mbinga",100.0,2000.0,1050.0,650
los hicaques,1450 mals,central region,1450.0,1450.0,1450.0,651
"irisan, baguio",1200 masl,corillera administrative,1200.0,1200.0,1200.0,652
makoka valley estate,990-1000m,southern- zomba,990.0,1000.0,995.0,653
juliana,Unknown,monte carmelo,Unknown,Unknown,Unknown,654
fazenda são sebastião,1000m,south of minas,1000.0,1000.0,1000.0,655
Unknown,0,sidamo,Unknown,Unknown,Unknown,656
fazenda são josé mirante,695,alta paulista (sao paulo),695.0,695.0,695.0,657
cafetales santa matilde,1100 m.o.s.l.,jinotega,1100.0,1100.0,1100.0,658
Unknown,5600 feet,central america,1706.88,1706.88,1706.88,659
mwalyego amcos,1456,"iwala village, mbeya rural",1456.0,1456.0,1456.0,660
santa laura,1500 mts,naranjo,1500.0,1500.0,1500.0,661
"san fernando, chiapas",1650,san fernando,1650.0,1650.0,1650.0,662
cafetal sinai,1300,santo reyes nopala,1300.0,1300.0,1300.0,663
Unknown,1642,santa maria sitepec,1642.0,1642.0,1642.0,664
el desmoronado,1200,talpa de allende,1200.0,1200.0,1200.0,665
cachoeira da grama farm,Unknown,grama valley,Unknown,Unknown,Unknown,666
santa josefita,1450,apaneca,1450.0,1450.0,1450.0,667
jing jing café 晶晶坊青山咖啡教室,758m,"dongshan dist., tainan city 臺南市東山區",758.0,758.0,758.0,668
el cerron,1350 snn,san marcos,1350.0,1350.0,1350.0,669
rural cooperative society,1525 m,arusha,1525.0,1525.0,1525.0,670
kapchorwa,1700,eastern,1700.0,1700.0,1700.0,671
taiwan hao ka 台灣好咖莊園,1100 m,nantou,1100.0,1100.0,1100.0,672
doi tung development project,800++,thailand,800.0,800.0,800.0,673
finca el gavilancillo,950,"motozintla, chiapas",950.0,950.0,950.0,674
Unknown,1100,adolfo lopez mateos,1100.0,1100.0,1100.0,675
八杞莊園,200,taiwan,200.0,200.0,200.0,676
thiririka/maara,1600,kiambu,1600.0,1600.0,1600.0,677
finca monte azúl,1100,veracruz,1100.0,1100.0,1100.0,678
sithar coffee farm,3500 ft,pyinoolwin,1066.8,1066.8,1066.8,679
karatu estate,1700,"manyara, karatu",1700.0,1700.0,1700.0,680
張文進莊園,550公尺,台中新社,550.0,550.0,550.0,681
Unknown,between 700 and 1400 meters,matagalpa,700.0,1400.0,1050.0,682
bi yun si shi yi 碧云四十一咖啡坊,900 m,taichung taiping 台中市太平區,900.0,900.0,900.0,683
bai he lin coffee 白鶴林咖啡莊園,688 m,nantou,688.0,688.0,688.0,684
heng lu coffee 橫鹿咖啡,300 m,new taipei zhonghe 新北市中和區,300.0,300.0,300.0,685
"olotlan, el plan, criollo garnica",1186,ixhuatlan del cafe,1186.0,1186.0,1186.0,686
several,1200,orient,1200.0,1200.0,1200.0,687
la victoria pante nubes,1210,motozintla,1210.0,1210.0,1210.0,688
finca santa clara,1100,oaxaca,1100.0,1100.0,1100.0,689
selva negra,100,veracruz,100.0,100.0,100.0,690
Unknown,1800 m.s.n.m,huila,1800.0,1800.0,1800.0,691
castelhana farm,Unknown,monte carmelo,Unknown,Unknown,Unknown,692
myaing,3825,ywar ngan,3825.0,3825.0,3825.0,693
cafetales santa matilde,1100.00 mosl,jinotega,110000.0,110000.0,110000.0,694
juan damaso,1450 masl,"siguatepeque, comayagua",1450.0,1450.0,1450.0,695
elida estate,1680m,boquete,1680.0,1680.0,1680.0,696
san josé y el portillo,1200,oaxaca,1200.0,1200.0,1200.0,697
2000 farms,~1000 meters,haiti,1000.0,1000.0,1000.0,698
胖胖糖,Unknown,taiwan,Unknown,Unknown,Unknown,699
darmawi,1200-1500,sumatra brastagi,1200.0,1500.0,1350.0,700
gamboa,1.85,tarrazu,185.0,185.0,185.0,701
"el desmoronado, talpan de allende jalisco",1200,"el desmoronado, talpan de allende jalisco",1200.0,1200.0,1200.0,702
santo tomas pachuj,1550,"san lucas toliman, solola",1550.0,1550.0,1550.0,703
leticia farm,Unknown,monte carmelo,Unknown,Unknown,Unknown,704
los saltarines,Unknown,nueva segovia,Unknown,Unknown,Unknown,705
burka coffee estates,1400,arusha,1400.0,1400.0,1400.0,706
finca el naranjal,4540 metros,huehuetenango,1383.792,1383.792,1383.792,707
王秋金,50,taiwan,50.0,50.0,50.0,708
el guayabo,1500,santa rosa,1500.0,1500.0,1500.0,709
la bendicion,1650,ocotepeque,1650.0,1650.0,1650.0,710
case noyale ltd,280,chamarel (south west),280.0,280.0,280.0,711
cachoeira da grama farm,1250 m,vale da grama,1250.0,1250.0,1250.0,712
mixed,3800,pyin oo lwin,3800.0,3800.0,3800.0,713
various,4000 p.s.n.m.,oriente,1219.2,1219.2,1219.2,714
pereira estate coffee,1250,mantiqueira de minas,1250.0,1250.0,1250.0,715
barranca de las flores,6100 metros,huehuetenango,1859.28,1859.28,1859.28,716
peña negra,1450,zaragoza itundujia,1450.0,1450.0,1450.0,717
春風咖啡,600公尺,南投國姓,600.0,600.0,600.0,718
finca la fany,1450m,"department of ahuachapan, municipality of apanecallamatepec mountain",1450.0,1450.0,1450.0,719
alicia's farm,1700,yunnan,1700.0,1700.0,1700.0,720
guoxing farm coffee 國姓農場咖啡        ,600 m,nantou,600.0,600.0,600.0,721
copalita,1050,pochutla,1050.0,1050.0,1050.0,722
Unknown,1700,mumirwa,1700.0,1700.0,1700.0,723
delfina farm,1700,mkuu rombo,1700.0,1700.0,1700.0,724
kongoni estate,Unknown,arusha,Unknown,Unknown,Unknown,725
tokoffee莊園,600 m,taichung xinshe 台中市新社區,600.0,600.0,600.0,726
la castellana,4300,oriente,1310.64,1310.64,1310.64,727
Unknown,Unknown,kelem welega,Unknown,Unknown,Unknown,728
são rafael_ ra/ras certified,995,cerrado - monte carmelo - minas gerais,995.0,995.0,995.0,729
las moras,1400,comayagua,1400.0,1400.0,1400.0,730
cortapico,1600,sierra madre occidental,1600.0,1600.0,1600.0,731
waylead farms,3000 ft,"yauk sauk, shan state",914.4,914.4,914.4,732
thein kone,4287,ywar ngan,4287.0,4287.0,4287.0,733
finca el consuelo,900 m.s.n.m.,matagalpa,900.0,900.0,900.0,734
weng hui ling 翁惠鈴,700 m,chiayi fanlu嘉義縣番路鄉,700.0,700.0,700.0,735
several,1400,oriente,1400.0,1400.0,1400.0,736
mirador,808,"calnali, hidalgo",808.0,808.0,808.0,737
los mesones,1100 - 1275 mts,jinotega,1100.0,1275.0,1187.5,738
"la orduña, coatepec, veracruz",1250,coatepec,1250.0,1250.0,1250.0,739
el carrizo,1550,zaragoza itundujia,1550.0,1550.0,1550.0,740
el aguacate,1000,veracruz,1000.0,1000.0,1000.0,741
Unknown,1100,mantiqueira de minas,1100.0,1100.0,1100.0,742
好自在咖啡莊園,850公尺,苗栗泰安,850.0,850.0,850.0,743
sheng he shang pin coffee 聖荷上品咖啡坊,200 m,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,200.0,200.0,200.0,744
a shu she coffee 阿束社咖啡莊園,150 m,changhua baguashan 彰化市八卦山,150.0,150.0,150.0,745
wu kun shan coffee 吳焜山咖啡園,250 m,changhua baguashan 彰化市八卦山,250.0,250.0,250.0,746
el tabaco,1300,zaragoza itundujia,1300.0,1300.0,1300.0,747
Unknown,1300,escuitla,1300.0,1300.0,1300.0,748
doe kwin,3845,"doe kwin, pyin oo lwin",3845.0,3845.0,3845.0,749
various,1300 to 1500 meters,"sierra fraylesca, chiapas",1300.0,1500.0,1400.0,750
zhang li hong coffee 張立宏咖啡莊園,250 m,changhua baguashan 彰化市八卦山,250.0,250.0,250.0,751
"santa clara, california y camila",1100,san miguel del puerto,1100.0,1100.0,1100.0,752
"phone number | 0911-51-08-01, email | at",Unknown,limu,Unknown,Unknown,Unknown,753
finca buenos aires,1100,"motozintla, chiapas",1100.0,1100.0,1100.0,754
rancho san francisco iii,1100,veracruz,1100.0,1100.0,1100.0,755
finca monte grande,1100,jaltenango,1100.0,1100.0,1100.0,756
finca la orduña,1250,coatepec,1250.0,1250.0,1250.0,757
finca huehuetecpan,1250,veracruz,1250.0,1250.0,1250.0,758
yara estate / benvar estate,1500,kiambu,1500.0,1500.0,1500.0,759
asociación aldea global jinotega,1250,jinotega,1250.0,1250.0,1250.0,760
la cuchilla,1300,veracruz,1300.0,1300.0,1300.0,761
la esperanza,1901.64,oriente,190164.0,190164.0,190164.0,762
ka-vulungan coffee estate,800-1200,"taiwu township , pingtung county 屏東縣泰武鄉",800.0,1200.0,1000.0,763
baijiada coffee farm佰加達咖啡莊園,500-700m,"baihe dist., tainan city 臺南市白河區",500.0,700.0,600.0,764
Unknown,Unknown,huanuco,Unknown,Unknown,Unknown,765
several,1100,brunca,1100.0,1100.0,1100.0,766
comonyaj noptic s de ss,1022,chiapas,1022.0,1022.0,1022.0,767
el vergel,1050,pochutla,1050.0,1050.0,1050.0,768
genuine antigua medina,Unknown,antigua,Unknown,Unknown,Unknown,769
finca monte grande,1100,tuxtla gutierrez,1100.0,1100.0,1100.0,770
el encinal,975,"tenango de doria, hidalgo",975.0,975.0,975.0,771
consolapa,1264,"coatepec, coatepec",1264.0,1264.0,1264.0,772
tepetzingo,1250,tepetzingo,1250.0,1250.0,1250.0,773
la igualdad,3500 - 5200 feet,"chuva, san marcos",1066.8,1584.96,1325.88,774
las nubes,1050,jinotega,1050.0,1050.0,1050.0,775
su-zhen huang 黃素真,700m公尺,nantou,700.0,700.0,700.0,776
