SpeciesID,VarietyID,OwnerID,CountryID,FarmID,CompanyID,ProcessingID,CertificationID,ColorID,Harvest.Year,Grading.Date,Number.of.Bags,Bag.Weight,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects,Expiration,CoffeeID
1,12,69,16,110,112,1,3,3,2012,2012-09-16,235,60.0,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,7.83,84.67,0.11,0,0.0,0,2013-09-16,138
1,3,30,2,111,113,1,15,1,2012,2012-07-17,250,1.0,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,7.67,84.67,0.11,0,0.0,4,2013-07-17,139
1,3,30,2,49,114,1,15,1,2012,2012-07-03,125,1.0,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,8.0,84.67,0.12,0,0.0,4,2013-07-03,140
1,16,70,10,112,115,1,8,2,2012,2012-07-02,80,1.0,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.13,0,0.0,3,2013-07-02,141
1,2,29,11,113,116,1,14,5,2012,2012-02-13,320,60.0,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,7.83,84.67,0.11,0,0.0,3,2013-02-12,142
1,1,71,4,114,2,2,2,2,2011,2011-06-14,1,60.0,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.0,0,0.0,3,2012-06-13,143
1,1,6,1,42,35,2,4,2,2010,2010-06-17,300,6.0,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,7.83,84.67,0.2,0,0.0,3,2011-06-17,144
1,9,26,16,37,117,1,13,5,2018,2018-01-11,66,60.0,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,7.83,84.58,0.11,0,0.0,5,2019-01-11,145
1,2,49,18,115,118,1,5,5,2016,2017-01-10,250,70.0,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,8.08,84.58,0.0,0,0.0,4,2018-01-10,146
1,6,49,18,79,119,1,5,1,2016,2016-12-28,125,70.0,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.0,0,1.0,5,2017-12-28,147
1,20,22,16,116,120,1,13,3,2013,2014-07-21,100,60.0,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,7.92,84.58,0.1,0,0.0,2,2015-07-21,148
1,21,30,2,117,121,1,15,1,2014,2014-05-29,250,69.0,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,7.83,84.58,0.11,0,0.0,1,2015-05-29,149
1,3,30,2,118,122,1,15,1,2014,2014-03-24,250,69.0,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,8.17,84.58,0.09,0,0.0,0,2015-03-24,150
1,6,43,18,71,123,1,5,2,2013,2013-12-20,250,70.0,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,7.83,84.58,0.0,0,0.0,0,2014-12-20,151
1,6,49,18,119,124,1,5,2,2013,2013-12-06,75,70.0,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,7.92,84.58,0.0,0,0.0,5,2014-12-06,152
1,12,72,16,4,125,1,13,1,2013,2013-08-30,11,660.0,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,7.75,84.58,0.0,0,0.0,0,2014-08-30,153
1,6,32,18,120,126,1,5,1,2012,2013-07-17,250,70.0,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,7.75,84.58,0.0,0,0.0,2,2014-07-17,154
1,3,28,9,121,47,5,2,3,2012,2013-03-12,1,1.0,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.12,0,0.0,2,2014-03-12,155
1,6,32,18,122,127,1,5,1,2012,2012-10-09,250,70.0,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,8.08,84.58,0.11,0,0.0,6,2013-10-09,156
1,3,14,3,123,128,5,9,1,2011,2011-12-23,37,60.0,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,7.75,84.58,0.12,0,0.0,2,2012-12-22,157
1,14,14,3,124,129,5,9,5,2011,2011-12-03,35,60.0,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,7.5,84.58,0.11,0,0.0,1,2012-12-02,158
1,6,73,9,125,130,1,12,3,2017,2017-11-28,275,18975.0,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,8.0,84.5,0.1,0,0.0,2,2018-11-28,159
1,7,74,11,126,131,1,10,1,2016,2017-03-14,200,12000.0,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.83,84.5,0.11,0,0.0,1,2018-03-14,160
1,4,10,8,127,10,1,6,1,2015,2016-04-06,3,60.0,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.92,84.5,0.1,0,0.0,1,2017-04-06,161
1,6,65,9,128,132,1,12,1,2014,2015-07-06,250,0.453592,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,7.92,84.5,0.11,0,0.0,0,2016-07-05,162
1,2,75,18,129,133,1,5,1,2015,2015-06-05,275,2.0,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,7.75,84.5,0.12,1,0.0,0,2016-06-04,163
1,2,76,8,130,134,1,2,1,2013,2014-06-16,1,2.0,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,10.0,7.92,84.5,0.0,0,0.0,2,2015-06-16,164
1,3,30,2,131,135,1,15,1,2013,2013-02-26,250,69.0,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,7.5,84.5,0.11,0,0.0,2,2014-02-26,165
1,12,69,16,132,136,1,3,5,2012,2012-09-16,235,60.0,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,7.67,84.5,0.11,0,0.0,0,2013-09-16,166
1,16,77,10,133,137,1,8,1,2012,2012-07-11,56,1.0,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,7.92,84.5,0.12,0,0.0,0,2013-07-11,167
1,16,78,10,134,138,1,8,2,2012,2012-06-06,250,1.0,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.67,84.5,0.11,0,0.0,4,2013-06-06,168
1,3,30,2,135,139,1,15,1,2012,2012-02-16,250,69.0,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,7.83,84.5,0.11,0,0.0,2,2013-02-15,169
1,1,79,3,136,140,2,9,2,2011,2011-03-23,27,60.0,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10.0,10.0,8.13,84.5,0.0,0,0.0,4,2012-03-22,170
1,1,80,3,137,141,2,9,2,2011,2011-03-22,320,60.0,8.17,7.67,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.5,0.0,2,0.0,0,2012-03-21,171
1,6,73,9,138,142,1,12,5,2016,2017-03-23,275,69.0,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,7.92,84.42,0.1,0,0.0,3,2018-03-23,172
1,22,81,7,139,143,6,2,5,2017,2017-03-14,200,30.0,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,8.0,84.42,0.0,0,0.0,3,2018-03-14,173
1,6,45,18,140,144,3,5,1,2016,2016-01-25,304,35.0,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,7.67,84.42,0.0,0,0.0,1,2017-01-24,174
1,6,49,18,87,145,1,5,1,2014,2014-07-09,275,70.0,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,7.75,84.42,0.0,0,0.0,3,2015-07-09,175
1,16,82,13,141,146,1,2,5,2012,2013-07-10,2,2.0,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.75,84.42,0.11,0,0.0,0,2014-07-10,176
1,10,23,6,30,147,3,2,5,2012,2013-01-21,5,45.3592,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,7.83,84.42,0.11,0,0.0,1,2014-01-21,177
1,15,83,10,142,148,1,8,2,2012,2012-06-06,69,1.0,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,7.83,84.42,0.12,2,0.0,4,2013-06-06,178
1,1,6,1,143,63,2,4,2,2010,2010-06-17,360,6.0,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,7.75,84.42,0.2,0,0.0,2,2011-06-17,179
1,12,60,16,144,81,1,13,1,2017,2017-08-03,150,60.0,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,8.17,84.33,0.11,0,0.0,4,2018-08-03,180
1,6,16,12,145,149,2,11,1,2016,2017-05-11,275,66.0,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,7.58,84.33,0.1,0,0.0,3,2018-05-11,181
1,6,84,18,79,150,1,5,1,2016,2017-02-20,275,70.0,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,7.5,84.33,0.0,0,3.0,5,2018-02-20,182
1,14,16,12,146,151,1,11,1,2016,2016-04-04,275,69.0,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,7.83,84.33,0.11,0,1.0,2,2017-04-04,183
1,1,49,18,147,152,2,5,2,2016,2016-02-16,275,70.0,7.67,7.67,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.83,84.33,0.0,0,2.0,4,2017-02-15,184
1,6,45,18,148,153,3,5,1,2015,2015-04-29,250,70.0,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,7.33,84.33,0.11,6,0.0,0,2016-04-28,185
1,6,32,18,149,154,1,5,1,2013,2013-07-19,275,70.0,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,8.17,84.33,0.0,0,0.0,0,2014-07-19,186
1,16,85,10,150,155,1,8,5,2012,2012-07-27,100,80.0,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,7.83,84.33,0.12,0,0.0,1,2013-07-27,187
1,11,14,3,151,2,2,9,2,2011,2011-10-28,75,60.0,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,7.75,84.33,0.0,0,0.0,4,2012-10-27,188
1,1,14,3,152,156,2,9,2,2011,2011-10-28,80,60.0,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,7.92,84.33,0.02,0,0.0,2,2012-10-27,189
1,1,71,1,153,2,2,2,2,2011,2011-06-14,1,59.874144,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,7.75,84.33,0.0,0,0.0,1,2012-06-13,190
1,1,12,2,154,157,2,2,2,2010,2010-04-30,250,1.0,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,7.92,84.33,0.04,1,0.0,1,2011-04-30,191
1,16,17,13,155,18,1,2,5,2016,2017-08-10,10,5.0,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,7.67,84.25,0.12,0,0.0,0,2018-08-10,192
1,4,59,17,156,96,3,3,1,2015,2016-11-02,20,25.0,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,8.0,84.25,0.12,0,0.0,0,2017-11-02,193
1,6,45,18,157,158,3,5,1,2016,2016-08-05,275,70.0,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,2,2017-08-05,194
1,6,30,2,158,159,1,15,1,2016,2016-05-23,230,69.0,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.11,0,4.0,4,2017-05-23,195
1,6,30,2,159,160,1,15,1,2015,2016-04-06,275,69.0,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,7.75,84.25,0.1,0,0.0,1,2017-04-06,196
1,4,10,8,160,10,3,6,1,2015,2016-04-06,3,60.0,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.1,0,0.0,1,2017-04-06,197
1,6,49,18,87,161,1,5,1,2015,2015-11-19,275,70.0,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,3,2016-11-18,198
1,6,49,18,87,162,1,5,1,2015,2015-10-26,248,70.0,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,7.75,84.25,0.12,4,0.0,2,2016-10-25,199
1,2,75,18,129,163,1,5,1,2015,2015-06-05,275,2.0,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,7.83,84.25,0.12,0,0.0,0,2016-06-04,200
1,6,45,18,148,164,3,5,1,2015,2015-04-29,250,70.0,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,7.83,84.25,0.12,3,0.0,0,2016-04-28,201
1,2,86,15,161,165,1,14,1,2014,2014-12-12,10,60.0,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,7.83,84.25,0.12,0,0.0,7,2015-12-12,202
1,2,55,15,162,166,1,14,1,2014,2014-12-12,65,60.0,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.25,0.12,0,0.0,2,2015-12-12,203
1,3,30,2,163,167,6,15,1,2014,2014-08-21,250,69.0,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,7.83,84.25,0.1,0,0.0,1,2015-08-21,204
1,6,32,18,164,168,1,5,1,2013,2013-10-01,250,70.0,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,2,2014-10-01,205
1,10,23,6,30,169,3,2,3,2012,2012-12-11,7,45.3592,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,7.83,84.25,0.11,1,0.0,1,2013-12-11,206
1,16,87,10,165,170,5,8,1,2012,2012-09-11,10,1.0,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,7.75,84.25,0.12,0,0.0,1,2013-09-11,207
1,3,88,10,166,171,1,8,1,2012,2012-04-09,20,1.0,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,7.75,84.25,0.12,0,0.0,0,2013-04-09,208
1,3,78,10,167,138,1,8,3,2012,2012-04-02,250,1.0,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,7.83,84.25,0.1,0,0.0,4,2013-04-02,209
1,2,29,11,168,172,3,14,1,2012,2012-02-13,1,60.0,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,7.67,84.25,0.13,4,0.0,29,2013-02-12,210
1,3,30,2,169,173,1,15,1,2017,2017-06-01,50,69.0,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,7.75,84.17,0.13,0,0.0,1,2018-06-01,211
1,6,49,18,79,174,1,5,1,2016,2016-08-19,250,70.0,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.0,0,0.0,2,2017-08-19,212
1,6,89,9,170,175,1,12,3,2016,2016-08-19,150,69.0,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,8.0,84.17,0.09,0,0.0,2,2017-08-19,213
1,6,30,2,171,176,1,15,1,2016,2016-06-23,275,69.0,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,7.58,84.17,0.11,0,0.0,6,2017-06-23,214
1,6,30,2,172,177,1,15,1,2016,2016-06-01,377,69.0,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,7.67,84.17,0.1,0,1.0,10,2017-06-01,215
1,3,30,2,173,178,1,15,1,2016,2016-06-01,130,69.0,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,7.83,84.17,0.1,0,0.0,2,2017-06-01,216
1,6,49,18,87,179,1,5,3,2015,2015-08-18,275,70.0,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,7.67,84.17,0.0,0,0.0,0,2016-08-17,217
1,6,90,14,174,180,3,12,3,2015,2015-08-03,275,2.0,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,7.83,84.17,0.12,0,0.0,0,2016-08-02,218
1,14,91,3,175,181,3,19,2,2015,2015-04-24,305,59.0,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,7.75,84.17,0.0,0,0.0,16,2016-04-23,219
1,6,92,9,176,182,1,12,5,2014,2015-04-10,320,69.0,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,7.83,84.17,0.0,0,0.0,0,2016-04-09,220
1,13,93,1,177,183,3,1,1,2014,2015-03-26,320,60.0,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.1,0,0.0,5,2016-03-25,221
1,2,94,15,178,184,1,14,1,2014,2014-12-12,10,60.0,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,84.17,0.13,0,0.0,0,2015-12-12,222
1,2,95,18,179,185,1,5,1,2014,2014-10-15,250,1.0,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,7.5,84.17,0.12,0,0.0,4,2015-10-15,223
1,1,96,2,4,186,1,2,3,2013,2014-07-16,275,2.26796,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,7.83,84.17,0.11,0,0.0,0,2015-07-16,224
1,12,97,16,180,187,1,13,1,2013,2013-11-07,300,18000.0,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.08,0,0.0,0,2014-11-07,225
1,18,98,3,181,188,3,2,1,2012,2013-05-20,1,2.0,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,7.67,84.17,0.11,0,0.0,3,2014-05-20,226
1,3,30,2,182,189,1,15,1,2013,2013-05-09,250,69.0,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,7.42,84.17,0.11,0,0.0,4,2014-05-09,227
1,3,38,21,54,190,3,2,3,2013,2013-03-18,275,2.0,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,7.92,84.17,0.11,0,0.0,2,2014-03-18,228
1,6,32,18,120,191,1,5,1,2012,2012-10-19,250,70.0,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,7.58,84.17,0.0,0,0.0,2,2013-10-19,229
1,14,30,2,183,192,3,15,3,2012,2012-03-26,275,1.0,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,7.67,84.17,0.11,0,0.0,2,2013-03-26,230
1,2,29,11,184,193,1,14,1,2012,2012-02-13,320,60.0,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,7.67,84.17,0.11,0,0.0,1,2013-02-12,231
1,22,99,7,185,194,3,18,3,2017,2017-05-24,2,2.0,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,7.75,84.13,0.12,0,0.0,0,2018-05-24,232
1,6,45,18,186,195,1,5,1,2017,2017-11-09,275,70.0,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,7.5,84.08,0.0,1,3.0,3,2018-11-09,233
1,16,17,13,187,18,1,2,3,2016,2016-05-18,10,20.0,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,7.92,84.08,0.1,0,0.0,4,2017-05-18,234
1,3,30,2,69,196,1,15,1,2016,2016-04-27,50,69.0,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,7.67,84.08,0.1,0,0.0,4,2017-04-27,235
1,6,49,18,87,197,1,5,2,2014,2014-11-05,200,70.0,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,7.67,84.08,0.0,0,0.0,2,2015-11-05,236
1,3,28,2,188,198,1,2,3,2014,2014-06-16,1,2.0,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,7.67,84.08,0.1,0,0.0,10,2015-06-16,237
1,10,23,6,30,199,3,2,1,2012,2013-01-24,14,45.3592,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,8.0,84.08,0.11,1,0.0,9,2014-01-24,238
1,16,100,10,189,200,1,8,1,2012,2012-09-04,300,1.0,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.83,84.08,0.11,1,0.0,10,2013-09-04,239
1,2,46,1,190,201,3,2,2,2012,2012-08-17,100,60.0,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,7.92,84.08,0.09,0,0.0,15,2013-08-17,240
1,1,101,9,4,202,1,2,4,2017,2018-01-11,275,68.0388,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.67,84.0,0.08,1,2.0,13,2019-01-11,241
1,13,48,1,191,77,3,10,1,2017,2017-06-05,320,60.0,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,7.92,84.0,0.11,3,11.0,1,2018-06-05,242
1,6,16,12,145,203,1,11,1,2017,2017-05-11,275,66.0,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,7.75,84.0,0.1,0,0.0,5,2018-05-11,243
1,6,30,2,192,204,1,15,1,2015,2015-06-10,275,69.0,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,7.58,84.0,0.12,0,0.0,7,2016-06-09,244
1,2,95,18,193,205,1,5,1,2014,2014-12-18,250,1.0,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,7.83,84.0,0.11,2,0.0,7,2015-12-18,245
1,3,30,2,163,206,3,15,1,2014,2014-08-08,250,69.0,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,7.5,84.0,0.1,0,0.0,1,2015-08-08,246
1,3,30,2,163,207,6,15,1,2014,2014-06-27,250,69.0,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.83,84.0,0.1,0,0.0,0,2015-06-27,247
1,1,95,18,194,208,1,5,1,2014,2014-05-27,250,1.0,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,7.83,84.0,0.12,0,0.0,0,2015-05-27,248
1,6,43,18,195,209,3,5,1,2014,2014-05-27,250,70.0,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,7.67,84.0,0.12,0,0.0,0,2015-05-27,249
1,6,49,18,87,210,1,5,1,2014,2014-04-08,138,70.0,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,8.33,84.0,0.12,0,0.0,3,2015-04-08,250
1,2,28,1,196,211,3,2,1,2013,2014-01-17,50,60.0,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,7.83,84.0,0.09,4,0.0,40,2015-01-17,251
1,11,102,3,197,212,3,2,1,2014,2014-01-02,320,60.0,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,7.92,84.0,0.1,0,0.0,0,2015-01-02,252
1,6,32,18,198,213,1,5,1,2013,2013-06-21,270,70.0,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.67,84.0,0.11,0,0.0,1,2014-06-21,253
1,9,42,16,199,62,1,13,1,2012,2013-03-08,300,60.0,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,7.67,84.0,0.0,0,0.0,2,2014-03-08,254
1,2,103,17,200,214,1,2,1,2012,2012-06-21,2,1.0,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,84.0,0.12,0,0.0,0,2013-06-21,255
1,12,72,16,201,215,1,13,3,2012,2012-05-31,150,9000.0,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,7.67,84.0,0.0,0,0.0,0,2013-05-31,256
1,2,29,11,168,172,1,14,1,2012,2012-02-13,320,60.0,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,7.58,84.0,0.1,10,0.0,26,2013-02-12,257
1,1,103,17,202,2,2,2,2,2011,2011-08-16,1,60.0,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,8.0,84.0,0.06,0,0.0,0,2012-08-15,258
1,3,104,3,203,216,3,19,1,2017,2017-10-20,320,60.0,7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,10.0,8.5,83.92,0.0,0,0.0,3,2018-10-20,259
1,18,105,10,204,217,1,16,1,2017,2017-07-03,200,69.0,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,7.83,83.92,0.11,0,0.0,5,2018-07-03,260
1,4,106,17,205,218,3,2,3,2015,2016-10-18,45,40.0,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,7.83,83.92,0.1,0,0.0,1,2017-10-18,261
1,3,104,3,206,219,3,19,1,2016,2016-08-16,320,60.0,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,7.83,83.92,0.11,0,2.0,7,2017-08-16,262
1,16,17,13,207,18,1,2,1,2015,2016-05-18,20,50.0,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,7.83,83.92,0.11,0,0.0,3,2017-05-18,263
1,1,45,18,186,220,2,5,1,2016,2016-02-11,250,70.0,7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,10.0,7.67,83.92,0.11,1,0.0,2,2017-02-10,264
1,1,107,18,147,221,2,5,2,2016,2016-01-21,226,70.0,7.75,7.58,7.5,7.83,7.75,7.92,10.0,10.0,10.0,7.58,83.92,0.0,1,3.0,5,2017-01-20,265
1,1,68,13,208,222,3,7,5,2014,2015-11-07,1,2.0,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.92,0.0,0,0.0,0,2016-11-06,266
1,1,75,18,79,223,1,5,2,2015,2015-08-18,275,2.0,7.92,7.67,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.92,0.0,0,0.0,0,2016-08-17,267
1,1,75,18,79,224,1,5,4,2014,2015-03-12,275,2.0,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,10.0,7.67,83.92,0.0,1,0.0,1,2016-03-11,268
1,6,49,18,87,225,1,5,1,2014,2014-12-12,275,70.0,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,7.58,83.92,0.0,0,0.0,1,2015-12-12,269
1,16,68,13,209,226,1,7,1,2014,2014-11-23,10,60.0,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,7.17,83.92,0.06,0,0.0,0,2015-11-23,270
1,6,43,18,71,227,3,5,1,2014,2014-01-17,250,70.0,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,7.5,83.92,0.12,0,0.0,3,2015-01-17,271
1,16,108,10,210,228,1,8,5,2012,2012-07-03,48,1.0,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.67,83.92,0.12,10,0.0,32,2013-07-03,272
1,16,78,10,211,138,1,8,2,2012,2012-06-06,250,1.0,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,10.0,7.83,83.92,0.11,0,0.0,2,2013-06-06,273
1,16,70,10,212,229,1,8,1,2012,2012-04-02,20,1.0,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,7.75,83.92,0.0,0,0.0,2,2013-04-02,274
1,6,45,18,213,230,1,5,1,2017,2017-06-30,275,70.0,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.83,0.0,1,0.0,6,2018-06-30,275
1,6,49,18,79,231,2,5,1,2016,2017-03-14,275,70.0,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.58,83.83,0.0,1,2.0,0,2018-03-14,276
